0.44743831	0.256683025	1.81713E-05	-8.33333E-06
0.440756481	0.258500309	7.63889E-06	0.003845988
0.42889838	0.280976235	3.72685E-05	0.001136728
0.433765972	0.328134877	0.000157176	0.007369444
0.447438426	0.256683025	9.02778E-06	0.001102778
0.440756481	0.258500309	-2.77778E-06	0.00310216
0.460561343	0.22322963	-2.43056E-05	0.000609259
0.464965972	0.190120679	-5.48611E-05	0.003241049
0.476715625	0.182014198	-3.55324E-05	0.004023457
0.469950116	0.146855247	-7.53472E-05	-0.00280216
0.473604861	0.065978395	-7.91667E-05	0.009098765
0.451474769	0.116187346	-0.000135185	4.84568E-05
0.459233681	0.320967284	0.00017581	0.008902469

